salary_id,salary_range,currency,compensation_type
sal06098,Negotiable,CAD,Hourly
sal06099,$60k - $80k,USD,Hourly
sal06100,"$90,000 - $120,000",CAD,Annual
sal06101,$55K to $75K,CAD$,Hourly
sal06102,35/hr,CAD,Hourly
sal06103,35/hr,$CAD,Hourly
sal06104,$60k - $80k,$CAD,Annual
sal06105,80000 per annum,CAD,Hourly
sal06106,35/hr,USD,Hourly
sal06107,80000 per annum,CAD$,Hourly
sal06108,$55K to $75K,$CAD,Annual
sal06109,Negotiable,CAD,Annual
sal06110,$60k - $80k,CAD,Hourly
sal06111,80000 per annum,CAD$,Annual
sal06112,80000 per annum,CAD,Annual
sal06113,Negotiable,$CAD,Annual
sal06114,50000 - 70000,USD,Hourly
sal06115,80000 per annum,CAD$,Annual
sal06116,50000 - 70000,CAD,Annual
sal06117,Negotiable,CAD,Hourly
sal06118,"$90,000 - $120,000",CAD$,Hourly
sal06119,50000 - 70000,$CAD,Annual
sal06120,50000 - 70000,USD,Hourly
sal06121,35/hr,CAD$,Hourly
sal06122,$55K to $75K,CAD$,Annual
sal06123,$60k - $80k,USD,Annual
sal06124,$60k - $80k,CAD$,Annual
sal06125,$55K to $75K,$CAD,Hourly
sal06126,50000 - 70000,$CAD,Annual
sal06127,80000 per annum,CAD$,Hourly
sal06128,50000 - 70000,CAD,Hourly
sal06129,"$90,000 - $120,000",$CAD,Hourly
sal06130,$60k - $80k,CAD,Annual
sal06131,80000 per annum,$CAD,Hourly
sal06132,$60k - $80k,USD,Hourly
sal06133,80000 per annum,USD,Hourly
sal06134,$60k - $80k,CAD$,Annual
sal06135,$60k - $80k,$CAD,Hourly
sal06136,$55K to $75K,CAD,Hourly
sal06137,50000 - 70000,$CAD,Hourly
sal06138,$55K to $75K,USD,Hourly
sal06139,"$90,000 - $120,000",CAD$,Hourly
sal06140,$55K to $75K,CAD,Hourly
sal06141,80000 per annum,$CAD,Annual
sal06142,"$90,000 - $120,000",USD,Hourly
sal06143,Negotiable,$CAD,Annual
sal06144,50000 - 70000,CAD$,Annual
sal06145,35/hr,USD,Hourly
sal06146,"$90,000 - $120,000",$CAD,Annual
sal06147,50000 - 70000,USD,Annual
sal06148,Negotiable,CAD,Hourly
sal06149,Negotiable,USD,Hourly
sal06150,$60k - $80k,CAD$,Annual
sal06151,50000 - 70000,CAD$,Annual
sal06152,35/hr,CAD$,Annual
sal06153,Negotiable,CAD,Annual
sal06154,80000 per annum,CAD$,Hourly
sal06155,35/hr,USD,Hourly
sal06156,35/hr,CAD,Annual
sal06157,50000 - 70000,USD,Annual
sal06158,$60k - $80k,USD,Annual
sal06159,Negotiable,CAD$,Hourly
sal06160,Negotiable,USD,Hourly
sal06161,Negotiable,USD,Hourly
sal06162,Negotiable,CAD$,Hourly
sal06163,$60k - $80k,CAD,Annual
sal06164,35/hr,CAD,Annual
sal06165,80000 per annum,CAD$,Hourly
sal06166,Negotiable,CAD,Annual
sal06167,"$90,000 - $120,000",CAD,Annual
sal06168,$60k - $80k,USD,Annual
sal06169,35/hr,CAD,Annual
sal06170,$60k - $80k,$CAD,Annual
sal06171,$60k - $80k,USD,Hourly
sal06172,50000 - 70000,CAD$,Hourly
sal06173,$55K to $75K,CAD$,Annual
sal06174,Negotiable,CAD,Hourly
sal06175,80000 per annum,CAD$,Hourly
sal06176,$55K to $75K,USD,Annual
sal06177,50000 - 70000,CAD$,Hourly
sal06178,$60k - $80k,CAD,Hourly
sal06179,$55K to $75K,USD,Annual
sal06180,50000 - 70000,CAD,Hourly
sal06181,"$90,000 - $120,000",CAD,Hourly
sal06182,$60k - $80k,CAD,Annual
sal06183,"$90,000 - $120,000",CAD,Annual
sal06184,"$90,000 - $120,000",CAD$,Annual
sal06185,80000 per annum,CAD,Annual
sal06186,$60k - $80k,$CAD,Hourly
sal06187,80000 per annum,CAD,Annual
sal06188,80000 per annum,$CAD,Hourly
sal06189,"$90,000 - $120,000",CAD$,Hourly
sal06190,80000 per annum,USD,Annual
sal06191,$60k - $80k,USD,Annual
sal06192,35/hr,USD,Annual
sal06193,"$90,000 - $120,000",$CAD,Hourly
sal06194,Negotiable,$CAD,Annual
sal06195,35/hr,CAD,Hourly
sal06196,"$90,000 - $120,000",USD,Annual
sal06197,80000 per annum,CAD,Annual
sal06198,80000 per annum,CAD,Hourly
sal06199,80000 per annum,CAD,Hourly
sal06200,50000 - 70000,CAD$,Annual
sal06201,"$90,000 - $120,000",CAD$,Hourly
sal06202,Negotiable,USD,Hourly
sal06203,35/hr,CAD,Annual
sal06204,80000 per annum,$CAD,Annual
sal06205,80000 per annum,$CAD,Hourly
sal06206,Negotiable,CAD$,Hourly
sal06207,Negotiable,USD,Annual
sal06208,"$90,000 - $120,000",CAD,Hourly
sal06209,$55K to $75K,CAD,Annual
sal06210,$60k - $80k,USD,Annual
sal06211,50000 - 70000,CAD$,Annual
sal06212,$60k - $80k,CAD$,Hourly
sal06213,Negotiable,USD,Hourly
sal06214,35/hr,$CAD,Annual
sal06215,Negotiable,$CAD,Annual
sal06216,35/hr,$CAD,Hourly
sal06217,$60k - $80k,USD,Hourly
sal06218,35/hr,USD,Annual
sal06219,80000 per annum,CAD$,Hourly
sal06220,$60k - $80k,$CAD,Annual
sal06221,50000 - 70000,CAD$,Hourly
sal06222,80000 per annum,CAD$,Hourly
sal06223,80000 per annum,$CAD,Annual
sal06224,Negotiable,USD,Hourly
sal06225,35/hr,CAD,Annual
sal06226,35/hr,$CAD,Hourly
sal06227,80000 per annum,USD,Annual
sal06228,80000 per annum,$CAD,Annual
sal06229,35/hr,$CAD,Hourly
sal06230,35/hr,CAD,Hourly
sal06231,"$90,000 - $120,000",CAD,Hourly
sal06232,$55K to $75K,CAD,Hourly
sal06233,50000 - 70000,CAD,Hourly
sal06234,Negotiable,USD,Hourly
sal06235,$55K to $75K,USD,Annual
sal06236,$55K to $75K,$CAD,Annual
sal06237,"$90,000 - $120,000",CAD$,Hourly
sal06238,35/hr,$CAD,Hourly
sal06239,80000 per annum,CAD$,Hourly
sal06240,35/hr,CAD,Annual
sal06241,"$90,000 - $120,000",CAD$,Hourly
sal06242,"$90,000 - $120,000",$CAD,Hourly
sal06243,Negotiable,CAD$,Hourly
sal06244,35/hr,USD,Hourly
sal06245,Negotiable,CAD,Hourly
sal06246,35/hr,CAD,Annual
sal06247,Negotiable,CAD,Annual
sal06248,50000 - 70000,$CAD,Annual
sal06249,80000 per annum,$CAD,Annual
sal06250,80000 per annum,$CAD,Annual
sal06251,35/hr,USD,Annual
sal06252,Negotiable,USD,Annual
sal06253,$55K to $75K,CAD,Hourly
sal06254,$60k - $80k,CAD$,Hourly
sal06255,"$90,000 - $120,000",USD,Hourly
sal06256,Negotiable,$CAD,Hourly
sal06257,$60k - $80k,CAD$,Hourly
sal06258,80000 per annum,CAD,Hourly
sal06259,$55K to $75K,CAD,Hourly
sal06260,$55K to $75K,CAD,Hourly
sal06261,"$90,000 - $120,000",CAD,Hourly
sal06262,$55K to $75K,CAD$,Annual
sal06263,$60k - $80k,USD,Hourly
sal06264,80000 per annum,USD,Annual
sal06265,"$90,000 - $120,000",USD,Annual
sal06266,80000 per annum,CAD$,Hourly
sal06267,50000 - 70000,USD,Hourly
sal06268,Negotiable,CAD,Annual
sal06269,$55K to $75K,CAD,Annual
sal06270,80000 per annum,CAD,Annual
sal06271,Negotiable,USD,Annual
sal06272,50000 - 70000,CAD$,Hourly
sal06273,$60k - $80k,USD,Annual
sal06274,Negotiable,$CAD,Annual
sal06275,50000 - 70000,$CAD,Annual
sal06276,"$90,000 - $120,000",CAD,Annual
sal06277,"$90,000 - $120,000",$CAD,Annual
sal06278,50000 - 70000,CAD,Annual
sal06279,$55K to $75K,$CAD,Annual
sal06280,"$90,000 - $120,000",CAD$,Hourly
sal06281,80000 per annum,USD,Annual
sal06282,50000 - 70000,CAD$,Annual
sal06283,$55K to $75K,CAD$,Annual
sal06284,50000 - 70000,$CAD,Annual
sal06285,Negotiable,USD,Hourly
sal06286,$55K to $75K,$CAD,Annual
sal06287,80000 per annum,CAD$,Hourly
sal06288,$60k - $80k,$CAD,Hourly
sal06289,35/hr,CAD,Hourly
sal06290,$60k - $80k,$CAD,Hourly
sal06291,$60k - $80k,USD,Hourly
sal06292,35/hr,CAD$,Hourly
sal06293,$55K to $75K,$CAD,Annual
sal06294,"$90,000 - $120,000",CAD$,Hourly
sal06295,35/hr,USD,Hourly
sal06296,50000 - 70000,$CAD,Annual
sal06297,35/hr,CAD$,Annual
sal06298,$55K to $75K,CAD$,Annual
sal06299,Negotiable,CAD,Hourly
sal06300,$55K to $75K,CAD$,Hourly
sal06301,80000 per annum,CAD$,Hourly
sal06302,"$90,000 - $120,000",CAD,Hourly
sal06303,50000 - 70000,CAD,Hourly
sal06304,80000 per annum,USD,Annual
sal06305,50000 - 70000,$CAD,Hourly
sal06306,Negotiable,CAD,Hourly
sal06307,$60k - $80k,CAD,Annual
sal06308,Negotiable,CAD,Hourly
sal06309,35/hr,USD,Annual
sal06310,Negotiable,USD,Hourly
sal06311,35/hr,CAD$,Annual
sal06312,Negotiable,CAD$,Hourly
sal06313,Negotiable,CAD$,Hourly
sal06314,$60k - $80k,USD,Annual
sal06315,$55K to $75K,$CAD,Hourly
sal06316,Negotiable,CAD,Annual
sal06317,Negotiable,$CAD,Annual
sal06318,$55K to $75K,$CAD,Annual
sal06319,$55K to $75K,USD,Annual
sal06320,"$90,000 - $120,000",$CAD,Hourly
sal06321,80000 per annum,CAD$,Annual
sal06322,$55K to $75K,CAD,Annual
sal06323,80000 per annum,$CAD,Hourly
sal06324,$60k - $80k,CAD,Hourly
sal06325,80000 per annum,CAD,Annual
sal06326,Negotiable,CAD$,Hourly
sal06327,50000 - 70000,USD,Hourly
sal06328,Negotiable,CAD,Hourly
sal06329,$55K to $75K,$CAD,Hourly
sal06330,Negotiable,$CAD,Hourly
sal06331,35/hr,CAD,Hourly
sal06332,$55K to $75K,$CAD,Annual
sal06333,$55K to $75K,$CAD,Annual
sal06334,"$90,000 - $120,000",USD,Hourly
sal06335,35/hr,CAD,Hourly
sal06336,35/hr,CAD,Hourly
sal06337,"$90,000 - $120,000",CAD,Annual
sal06338,50000 - 70000,CAD$,Hourly
sal06339,50000 - 70000,CAD$,Annual
sal06340,50000 - 70000,CAD,Annual
sal06341,$55K to $75K,CAD,Annual
sal06342,50000 - 70000,CAD,Annual
sal06343,50000 - 70000,CAD$,Hourly
sal06344,80000 per annum,CAD$,Hourly
sal06345,80000 per annum,USD,Hourly
sal06346,$55K to $75K,$CAD,Hourly
sal06347,"$90,000 - $120,000",CAD,Annual
sal06348,50000 - 70000,USD,Hourly
sal06349,50000 - 70000,CAD,Annual
sal06350,35/hr,USD,Hourly
sal06351,$60k - $80k,USD,Hourly
sal06352,80000 per annum,CAD$,Annual
sal06353,50000 - 70000,USD,Annual
sal06354,80000 per annum,CAD$,Hourly
sal06355,35/hr,$CAD,Hourly
sal06356,"$90,000 - $120,000",CAD,Hourly
sal06357,$55K to $75K,CAD,Annual
sal06358,80000 per annum,$CAD,Hourly
sal06359,$55K to $75K,CAD$,Hourly
sal06360,"$90,000 - $120,000",CAD$,Hourly
sal06361,80000 per annum,USD,Annual
sal06362,80000 per annum,CAD,Hourly
sal06363,50000 - 70000,CAD$,Hourly
sal06364,Negotiable,$CAD,Hourly
sal06365,35/hr,CAD$,Annual
sal06366,$55K to $75K,$CAD,Annual
sal06367,80000 per annum,CAD,Hourly
sal06368,Negotiable,CAD$,Annual
sal06369,35/hr,CAD,Hourly
sal06370,80000 per annum,CAD$,Hourly
sal06371,$60k - $80k,CAD,Annual
sal06372,$55K to $75K,$CAD,Annual
sal06373,Negotiable,CAD$,Annual
sal06374,$60k - $80k,CAD,Annual
sal06375,$60k - $80k,CAD,Annual
sal06376,$55K to $75K,CAD$,Annual
sal06377,Negotiable,CAD,Hourly
sal06378,"$90,000 - $120,000",CAD$,Hourly
sal06379,80000 per annum,USD,Hourly
sal06380,50000 - 70000,USD,Hourly
sal06381,Negotiable,CAD,Hourly
sal06382,80000 per annum,USD,Annual
sal06383,80000 per annum,USD,Hourly
sal06384,80000 per annum,$CAD,Annual
sal06385,$60k - $80k,$CAD,Hourly
sal06386,80000 per annum,CAD$,Hourly
sal06387,80000 per annum,$CAD,Hourly
sal06388,35/hr,USD,Hourly
sal06389,Negotiable,$CAD,Hourly
sal06390,$60k - $80k,USD,Hourly
sal06391,$55K to $75K,$CAD,Hourly
sal06392,$55K to $75K,CAD,Hourly
sal06393,"$90,000 - $120,000",CAD,Annual
sal06394,$55K to $75K,$CAD,Annual
sal06395,35/hr,USD,Annual
sal06396,35/hr,CAD$,Annual
sal06397,Negotiable,CAD,Hourly
sal06398,35/hr,CAD,Annual
sal06399,35/hr,USD,Annual
sal06400,$55K to $75K,USD,Annual
sal06401,80000 per annum,CAD$,Hourly
sal06402,35/hr,CAD,Hourly
sal06403,35/hr,USD,Annual
sal06404,$55K to $75K,USD,Annual
sal06405,35/hr,USD,Annual
sal06406,"$90,000 - $120,000",$CAD,Annual
sal06407,50000 - 70000,CAD,Annual
sal06408,"$90,000 - $120,000",$CAD,Hourly
sal06409,$60k - $80k,$CAD,Annual
sal06410,80000 per annum,CAD,Annual
sal06411,Negotiable,USD,Hourly
sal06412,Negotiable,$CAD,Annual
sal06413,$60k - $80k,USD,Hourly
sal06414,50000 - 70000,CAD$,Hourly
sal06415,$60k - $80k,$CAD,Hourly
sal06416,35/hr,CAD,Hourly
sal06417,$55K to $75K,CAD,Annual
sal06418,$55K to $75K,CAD$,Hourly
sal06419,"$90,000 - $120,000",$CAD,Hourly
sal06420,$55K to $75K,CAD$,Annual
sal06421,35/hr,CAD$,Annual
sal06422,"$90,000 - $120,000",USD,Hourly
sal06423,Negotiable,USD,Annual
sal06424,35/hr,$CAD,Annual
sal06425,80000 per annum,$CAD,Annual
sal06426,$55K to $75K,CAD$,Hourly
sal06427,50000 - 70000,USD,Hourly
sal06428,Negotiable,CAD$,Annual
sal06429,35/hr,CAD,Hourly
sal06430,35/hr,CAD$,Annual
sal06431,50000 - 70000,CAD,Annual
sal06432,"$90,000 - $120,000",USD,Annual
sal06433,50000 - 70000,$CAD,Hourly
sal06434,$60k - $80k,$CAD,Hourly
sal06435,80000 per annum,USD,Annual
sal06436,$60k - $80k,USD,Hourly
sal06437,Negotiable,CAD,Annual
sal06438,$60k - $80k,USD,Hourly
sal06439,Negotiable,CAD,Annual
sal06440,Negotiable,CAD$,Hourly
sal06441,$60k - $80k,$CAD,Hourly
sal06442,$60k - $80k,CAD,Hourly
sal06443,80000 per annum,CAD,Hourly
sal06444,80000 per annum,CAD$,Annual
sal06445,35/hr,CAD,Annual
sal06446,"$90,000 - $120,000",CAD$,Hourly
sal06447,Negotiable,CAD,Hourly
sal06448,80000 per annum,CAD,Hourly
sal06449,80000 per annum,$CAD,Annual
sal06450,50000 - 70000,USD,Annual
sal06451,$60k - $80k,$CAD,Annual
sal06452,80000 per annum,$CAD,Hourly
sal06453,35/hr,CAD$,Hourly
sal06454,"$90,000 - $120,000",$CAD,Hourly
sal06455,80000 per annum,CAD,Annual
sal06456,Negotiable,USD,Hourly
sal06457,Negotiable,CAD$,Annual
sal06458,35/hr,$CAD,Hourly
sal06459,"$90,000 - $120,000",CAD$,Annual
sal06460,Negotiable,CAD,Annual
sal06461,$55K to $75K,USD,Annual
sal06462,$55K to $75K,CAD$,Annual
sal06463,80000 per annum,CAD,Annual
sal06464,Negotiable,CAD$,Annual
sal06465,80000 per annum,USD,Hourly
sal06466,$55K to $75K,CAD,Annual
sal06467,"$90,000 - $120,000",CAD,Hourly
sal06468,$55K to $75K,CAD,Annual
sal06469,50000 - 70000,$CAD,Hourly
sal06470,$55K to $75K,CAD$,Hourly
sal06471,$55K to $75K,CAD$,Hourly
sal06472,"$90,000 - $120,000",$CAD,Hourly
sal06473,Negotiable,CAD,Hourly
sal06474,35/hr,CAD$,Annual
sal06475,35/hr,$CAD,Annual
sal06476,Negotiable,CAD,Hourly
sal06477,$55K to $75K,CAD$,Annual
sal06478,"$90,000 - $120,000",USD,Hourly
sal06479,80000 per annum,CAD$,Hourly
sal06480,50000 - 70000,$CAD,Annual
sal06481,$55K to $75K,$CAD,Hourly
sal06482,50000 - 70000,$CAD,Annual
sal06483,"$90,000 - $120,000",CAD$,Annual
sal06484,50000 - 70000,USD,Annual
sal06485,$55K to $75K,CAD,Hourly
sal06486,35/hr,CAD$,Annual
sal06487,"$90,000 - $120,000",CAD,Annual
sal06488,80000 per annum,$CAD,Annual
sal06489,Negotiable,CAD$,Annual
sal06490,35/hr,USD,Annual
sal06491,80000 per annum,$CAD,Hourly
sal06492,35/hr,USD,Hourly
sal06493,Negotiable,CAD,Hourly
sal06494,50000 - 70000,CAD,Annual
sal06495,$60k - $80k,CAD$,Hourly
sal06496,"$90,000 - $120,000",USD,Annual
sal06497,$60k - $80k,CAD$,Hourly
sal06498,"$90,000 - $120,000",CAD$,Hourly
sal06499,$55K to $75K,CAD,Hourly
sal06500,$55K to $75K,$CAD,Hourly
sal06501,$55K to $75K,CAD,Annual
sal06502,50000 - 70000,CAD,Annual
sal06503,Negotiable,$CAD,Hourly
sal06504,$55K to $75K,USD,Hourly
sal06505,Negotiable,USD,Hourly
sal06506,50000 - 70000,$CAD,Annual
sal06507,Negotiable,USD,Hourly
sal06508,$55K to $75K,CAD$,Annual
sal06509,$55K to $75K,CAD$,Hourly
sal06510,80000 per annum,CAD,Hourly
sal06511,80000 per annum,CAD,Annual
sal06512,$55K to $75K,CAD$,Hourly
sal06513,$60k - $80k,CAD$,Hourly
sal06514,"$90,000 - $120,000",CAD,Hourly
sal06515,Negotiable,$CAD,Hourly
sal06516,35/hr,USD,Annual
sal06517,35/hr,$CAD,Annual
sal06518,"$90,000 - $120,000",CAD,Annual
sal06519,50000 - 70000,CAD,Hourly
sal06520,80000 per annum,$CAD,Annual
sal06521,"$90,000 - $120,000",USD,Hourly
sal06522,80000 per annum,CAD$,Annual
sal06523,80000 per annum,$CAD,Hourly
sal06524,35/hr,$CAD,Hourly
sal06525,35/hr,CAD,Annual
sal06526,80000 per annum,CAD$,Hourly
sal06527,80000 per annum,CAD$,Annual
sal06528,80000 per annum,$CAD,Hourly
sal06529,$60k - $80k,USD,Hourly
sal06530,80000 per annum,CAD,Annual
sal06531,$60k - $80k,CAD$,Hourly
sal06532,Negotiable,CAD$,Hourly
sal06533,50000 - 70000,USD,Annual
sal06534,"$90,000 - $120,000",USD,Hourly
sal06535,"$90,000 - $120,000",USD,Annual
sal06536,"$90,000 - $120,000",USD,Annual
sal06537,"$90,000 - $120,000",$CAD,Annual
sal06538,80000 per annum,$CAD,Annual
sal06539,50000 - 70000,CAD,Hourly
sal06540,$60k - $80k,$CAD,Annual
sal06541,50000 - 70000,CAD,Annual
sal06542,Negotiable,$CAD,Annual
sal06543,50000 - 70000,CAD,Hourly
sal06544,"$90,000 - $120,000",CAD,Annual
sal06545,35/hr,$CAD,Annual
sal06546,80000 per annum,CAD$,Hourly
sal06547,80000 per annum,$CAD,Hourly
sal06548,35/hr,USD,Hourly
sal06549,35/hr,CAD$,Annual
sal06550,"$90,000 - $120,000",$CAD,Hourly
sal06551,$55K to $75K,$CAD,Annual
sal06552,$60k - $80k,CAD$,Hourly
sal06553,Negotiable,$CAD,Annual
sal06554,$60k - $80k,$CAD,Hourly
sal06555,$60k - $80k,$CAD,Annual
sal06556,"$90,000 - $120,000",USD,Hourly
sal06557,35/hr,USD,Hourly
sal06558,35/hr,$CAD,Annual
sal06559,$60k - $80k,$CAD,Annual
sal06560,35/hr,CAD,Hourly
sal06561,$55K to $75K,USD,Annual
sal06562,$60k - $80k,CAD$,Annual
sal06563,80000 per annum,CAD$,Annual
sal06564,50000 - 70000,$CAD,Hourly
sal06565,$55K to $75K,$CAD,Hourly
sal06566,$55K to $75K,$CAD,Annual
sal06567,50000 - 70000,USD,Annual
sal06568,35/hr,CAD,Hourly
sal06569,$55K to $75K,$CAD,Hourly
sal06570,$60k - $80k,CAD$,Hourly
sal06571,Negotiable,USD,Annual
sal06572,80000 per annum,CAD$,Annual
sal06573,Negotiable,CAD$,Hourly
sal06574,35/hr,CAD$,Annual
sal06575,$55K to $75K,USD,Annual
sal06576,80000 per annum,CAD$,Annual
sal06577,"$90,000 - $120,000",CAD,Annual
sal06578,50000 - 70000,USD,Hourly
sal06579,"$90,000 - $120,000",USD,Annual
sal06580,50000 - 70000,$CAD,Hourly
sal06581,80000 per annum,CAD$,Annual
sal06582,35/hr,USD,Annual
sal06583,Negotiable,CAD$,Annual
sal06584,80000 per annum,USD,Annual
sal06585,$55K to $75K,CAD$,Annual
sal06586,80000 per annum,CAD,Annual
sal06587,50000 - 70000,CAD$,Annual
sal06588,80000 per annum,CAD,Hourly
sal06589,50000 - 70000,USD,Hourly
sal06590,$60k - $80k,CAD,Hourly
sal06591,50000 - 70000,CAD$,Hourly
sal06592,80000 per annum,USD,Annual
sal06593,80000 per annum,CAD$,Hourly
sal06594,Negotiable,$CAD,Annual
sal06595,80000 per annum,$CAD,Hourly
sal06596,50000 - 70000,CAD$,Annual
sal06597,50000 - 70000,CAD$,Annual
sal06598,"$90,000 - $120,000",USD,Hourly
sal06599,50000 - 70000,CAD,Annual
sal06600,$55K to $75K,USD,Annual
sal06601,35/hr,CAD$,Annual
sal06602,Negotiable,$CAD,Hourly
sal06603,Negotiable,CAD$,Hourly
sal06604,35/hr,CAD,Hourly
sal06605,$60k - $80k,CAD$,Annual
sal06606,80000 per annum,CAD$,Annual
sal06607,35/hr,CAD$,Annual
sal06608,35/hr,CAD$,Hourly
sal06609,50000 - 70000,CAD,Annual
sal06610,$60k - $80k,CAD$,Annual
sal06611,"$90,000 - $120,000",$CAD,Hourly
sal06612,"$90,000 - $120,000",$CAD,Annual
sal06613,35/hr,USD,Annual
sal06614,50000 - 70000,CAD,Hourly
sal06615,$60k - $80k,CAD,Annual
sal06616,80000 per annum,$CAD,Annual
sal06617,"$90,000 - $120,000",CAD$,Annual
sal06618,$60k - $80k,CAD$,Annual
sal06619,Negotiable,$CAD,Hourly
sal06620,$55K to $75K,$CAD,Annual
sal06621,$60k - $80k,$CAD,Hourly
sal06622,$60k - $80k,CAD$,Annual
sal06623,"$90,000 - $120,000",$CAD,Hourly
sal06624,50000 - 70000,$CAD,Annual
sal06625,35/hr,USD,Hourly
sal06626,80000 per annum,CAD$,Annual
sal06627,$55K to $75K,USD,Hourly
sal06628,$55K to $75K,$CAD,Annual
sal06629,"$90,000 - $120,000",USD,Hourly
sal06630,50000 - 70000,CAD$,Annual
sal06631,80000 per annum,CAD,Hourly
sal06632,50000 - 70000,$CAD,Annual
sal06633,Negotiable,CAD,Annual
sal06634,$55K to $75K,$CAD,Hourly
sal06635,"$90,000 - $120,000",CAD,Hourly
sal06636,"$90,000 - $120,000",CAD,Hourly
sal06637,80000 per annum,USD,Annual
sal06638,"$90,000 - $120,000",USD,Hourly
sal06639,Negotiable,CAD$,Annual
sal06640,Negotiable,USD,Hourly
sal06641,50000 - 70000,$CAD,Hourly
sal06642,50000 - 70000,USD,Annual
sal06643,$60k - $80k,CAD$,Hourly
sal06644,50000 - 70000,$CAD,Hourly
sal06645,$60k - $80k,USD,Hourly
sal06646,35/hr,CAD$,Annual
sal06647,$55K to $75K,CAD,Hourly
sal06648,50000 - 70000,$CAD,Annual
sal06649,35/hr,$CAD,Hourly
sal06650,"$90,000 - $120,000",$CAD,Hourly
sal06651,$55K to $75K,$CAD,Annual
sal06652,Negotiable,USD,Annual
sal06653,80000 per annum,$CAD,Annual
sal06654,$60k - $80k,$CAD,Hourly
sal06655,80000 per annum,CAD,Annual
sal06656,50000 - 70000,CAD,Hourly
sal06657,Negotiable,$CAD,Hourly
sal06658,"$90,000 - $120,000",CAD$,Hourly
sal06659,50000 - 70000,USD,Annual
sal06660,50000 - 70000,CAD$,Hourly
sal06661,Negotiable,CAD,Annual
sal06662,Negotiable,CAD$,Annual
sal06663,Negotiable,CAD,Hourly
sal06664,$60k - $80k,$CAD,Hourly
sal06665,80000 per annum,USD,Annual
sal06666,35/hr,CAD,Hourly
sal06667,50000 - 70000,USD,Hourly
sal06668,80000 per annum,CAD$,Hourly
sal06669,"$90,000 - $120,000",$CAD,Annual
sal06670,35/hr,CAD,Hourly
sal06671,35/hr,$CAD,Annual
sal06672,80000 per annum,$CAD,Annual
sal06673,"$90,000 - $120,000",USD,Annual
sal06674,"$90,000 - $120,000",USD,Hourly
sal06675,"$90,000 - $120,000",$CAD,Annual
sal06676,$55K to $75K,CAD,Annual
sal06677,$55K to $75K,$CAD,Hourly
sal06678,"$90,000 - $120,000",$CAD,Hourly
sal06679,Negotiable,$CAD,Hourly
sal06680,35/hr,$CAD,Annual
sal06681,$60k - $80k,CAD,Annual
sal06682,$60k - $80k,$CAD,Hourly
sal06683,80000 per annum,USD,Hourly
sal06684,35/hr,CAD,Hourly
sal06685,50000 - 70000,USD,Hourly
sal06686,Negotiable,CAD,Annual
sal06687,50000 - 70000,USD,Annual
sal06688,$60k - $80k,$CAD,Annual
sal06689,$55K to $75K,$CAD,Hourly
sal06690,$60k - $80k,CAD$,Annual
sal06691,80000 per annum,CAD$,Annual
sal06692,35/hr,CAD,Hourly
sal06693,Negotiable,$CAD,Hourly
sal06694,50000 - 70000,CAD$,Hourly
sal06695,Negotiable,CAD$,Hourly
sal06696,50000 - 70000,USD,Annual
sal06697,50000 - 70000,$CAD,Hourly
sal06698,$55K to $75K,CAD$,Hourly
sal06699,$55K to $75K,USD,Annual
sal06700,$60k - $80k,$CAD,Hourly
sal06701,$60k - $80k,CAD$,Hourly
sal06702,Negotiable,CAD,Annual
sal06703,$55K to $75K,CAD$,Annual
sal06704,Negotiable,USD,Annual
sal06705,Negotiable,$CAD,Annual
sal06706,35/hr,CAD,Annual
sal06707,50000 - 70000,$CAD,Hourly
sal06708,35/hr,CAD$,Hourly
sal06709,$60k - $80k,CAD$,Annual
sal06710,35/hr,CAD,Annual
sal06711,"$90,000 - $120,000",USD,Annual
sal06712,"$90,000 - $120,000",$CAD,Hourly
sal06713,35/hr,USD,Hourly
sal06714,$60k - $80k,USD,Annual
sal06715,Negotiable,CAD,Annual
sal06716,$55K to $75K,CAD,Hourly
sal06717,"$90,000 - $120,000",CAD,Annual
sal06718,$55K to $75K,$CAD,Annual
sal06719,80000 per annum,CAD$,Annual
sal06720,35/hr,$CAD,Annual
sal06721,"$90,000 - $120,000",CAD$,Annual
sal06722,$60k - $80k,$CAD,Annual
sal06723,50000 - 70000,USD,Hourly
sal06724,$55K to $75K,USD,Annual
sal06725,"$90,000 - $120,000",CAD$,Hourly
sal06726,"$90,000 - $120,000",CAD,Hourly
sal06727,35/hr,$CAD,Hourly
sal06728,Negotiable,CAD,Annual
sal06729,50000 - 70000,USD,Hourly
sal06730,50000 - 70000,$CAD,Hourly
sal06731,Negotiable,CAD$,Hourly
sal06732,Negotiable,CAD$,Annual
sal06733,80000 per annum,CAD,Annual
sal06734,$60k - $80k,$CAD,Hourly
sal06735,"$90,000 - $120,000",USD,Hourly
sal06736,Negotiable,CAD,Hourly
sal06737,"$90,000 - $120,000",$CAD,Annual
sal06738,Negotiable,CAD,Hourly
