requirements_id,experience_years,education_level,skills_required
req04014,at least 2,B.Sc.,"Python, Spark, Communication, R, Leadership"
req04015,1 year,Bachelor's,"Python, Tableau, Scala, SQL, Spark"
req04016,2+,PhD,"Scala, Python, PowerBI, Communication"
req04017,1 year,MSc,"Hadoop, Python, Communication, Tableau"
req04018,at least 2,MSc,"Python, SQL, Spark"
req04019,3-5 yrs,B.Sc.,"R, Leadership, Spark, Tableau"
req04020,None,B.Sc.,"Spark, R"
req04021,3-5 yrs,None,"Scala, SQL, Leadership, Hadoop"
req04022,at least 2,Bachelor's,"Scala, Excel, SQL, Hadoop, Communication"
req04023,None,BS,"PowerBI, Excel, Leadership, Tableau"
req04024,2+,MSc,"PowerBI, Python, Communication, Scala, Spark"
req04025,None,B.Sc.,"PowerBI, Tableau, Hadoop, SQL"
req04026,at least 2,MSc,"PowerBI, Tableau, Python, Spark"
req04027,2+,B.Sc.,"Spark, PowerBI, Leadership, SQL, Tableau"
req04028,2+,PhD,"SQL, Excel, Communication, R, Hadoop"
req04029,2+,PhD,"Python, Excel, Spark"
req04030,None,MSc,"R, Hadoop"
req04031,None,MSc,"Spark, R"
req04032,1 year,MSc,"Communication, Excel, Leadership, SQL"
req04033,None,B.Sc.,"Leadership, SQL, Communication, Excel"
req04034,3-5 yrs,None,"Excel, Tableau"
req04035,3-5 yrs,None,"SQL, Python, R"
req04036,at least 2,PhD,"Python, Tableau"
req04037,at least 2,PhD,"Spark, Tableau"
req04038,2+,B.Sc.,"Leadership, Tableau, Communication, R"
req04039,3-5 yrs,PhD,"Excel, SQL"
req04040,2+,BS,"Excel, Leadership, Spark"
req04041,2+,None,"Hadoop, Python, Communication, Scala"
req04042,None,MSc,"Python, R, Communication"
req04043,None,B.Sc.,"PowerBI, Scala, Communication"
req04044,at least 2,MSc,"SQL, PowerBI"
req04045,1 year,B.Sc.,"Communication, R, SQL, Excel, Tableau"
req04046,2+,B.Sc.,"SQL, Hadoop, Tableau"
req04047,2+,BS,"PowerBI, Excel, SQL"
req04048,at least 2,B.Sc.,"Hadoop, Scala, Communication, R"
req04049,2+,MSc,"Hadoop, Communication"
req04050,1 year,Bachelor's,"R, Scala, Communication, SQL, Tableau"
req04051,at least 2,BS,"Leadership, Spark, SQL, Scala"
req04052,1 year,MSc,"Spark, R, Tableau"
req04053,None,MSc,"PowerBI, Communication, R"
req04054,2+,B.Sc.,"Python, Scala, Hadoop"
req04055,at least 2,Bachelor's,"SQL, R, Hadoop, Spark, Python"
req04056,at least 2,MSc,"Scala, Leadership, Spark, Python"
req04057,1 year,Bachelor's,"SQL, R, Communication, Hadoop"
req04058,at least 2,B.Sc.,"Communication, Python"
req04059,1 year,PhD,"Leadership, Excel"
req04060,None,Bachelor's,"Python, Hadoop, SQL, PowerBI"
req04061,None,None,"Spark, Tableau"
req04062,at least 2,B.Sc.,"Leadership, Spark, Excel, PowerBI, Communication"
req04063,None,PhD,"Excel, R, Scala, Communication"
req04064,1 year,PhD,"Tableau, R, SQL, Python, Excel"
req04065,1 year,Bachelor's,"Leadership, SQL, PowerBI, R, Hadoop"
req04066,None,B.Sc.,"Tableau, R, Scala, Python"
req04067,at least 2,MSc,"R, Scala, Python, Spark, PowerBI"
req04068,1 year,None,"Excel, SQL, Leadership, Communication"
req04069,at least 2,None,"Excel, Python, Leadership, Spark, Scala"
req04070,at least 2,BS,"Excel, R"
req04071,None,MSc,"Excel, Python"
req04072,None,BS,"R, Python"
req04073,2+,Bachelor's,"SQL, R"
req04074,3-5 yrs,PhD,"R, Tableau"
req04075,1 year,Bachelor's,"Tableau, Excel, Spark, Communication"
req04076,1 year,BS,"Hadoop, Leadership"
req04077,3-5 yrs,B.Sc.,"Python, Leadership, R, Excel"
req04078,3-5 yrs,BS,"Communication, R, Tableau, Spark, Excel"
req04079,at least 2,B.Sc.,"Hadoop, Spark, PowerBI, Leadership, Communication"
req04080,at least 2,Bachelor's,"Tableau, Hadoop"
req04081,2+,None,"Hadoop, Leadership, PowerBI, Communication, Excel"
req04082,3-5 yrs,None,"SQL, Scala, Spark"
req04083,2+,None,"SQL, Hadoop, Python, PowerBI"
req04084,at least 2,B.Sc.,"PowerBI, Leadership, Scala, R, Excel"
req04085,3-5 yrs,PhD,"Scala, SQL, Python, R, PowerBI"
req04086,2+,None,"R, Leadership"
req04087,1 year,PhD,"Leadership, R"
req04088,at least 2,PhD,"Scala, Tableau, Excel, PowerBI"
req04089,None,BS,"Python, Hadoop, R, Spark"
req04090,3-5 yrs,MSc,"Communication, PowerBI, Excel, R"
req04091,2+,MSc,"Tableau, Excel, Communication, R, Python"
req04092,at least 2,Bachelor's,"Excel, PowerBI, R, Leadership, Tableau"
req04093,1 year,None,"Spark, Scala, Tableau, Communication"
req04094,at least 2,Bachelor's,"Spark, Excel, PowerBI"
req04095,1 year,Bachelor's,"R, Tableau, Communication, Python"
req04096,2+,PhD,"Leadership, Tableau, Scala"
req04097,at least 2,Bachelor's,"R, SQL, Hadoop, PowerBI, Communication"
req04098,3-5 yrs,BS,"Communication, Spark, Scala"
req04099,at least 2,BS,"Spark, SQL"
req04100,3-5 yrs,B.Sc.,"Hadoop, PowerBI, Leadership, Tableau"
req04101,None,MSc,"Excel, Tableau, Scala, Hadoop, PowerBI"
req04102,at least 2,Bachelor's,"Hadoop, Spark, Leadership"
req04103,at least 2,None,"Python, Spark, Leadership, Hadoop, PowerBI"
req04104,1 year,Bachelor's,"SQL, Python"
req04105,3-5 yrs,BS,"Hadoop, PowerBI, Scala, R"
req04106,2+,BS,"SQL, Scala"
req04107,at least 2,BS,"Python, Tableau, Leadership, PowerBI, Hadoop"
req04108,3-5 yrs,None,"PowerBI, Hadoop, Leadership, Communication, Tableau"
req04109,None,BS,"Leadership, R, Scala, SQL, Tableau"
req04110,None,B.Sc.,"PowerBI, Python, Communication, Leadership, R"
req04111,2+,PhD,"Leadership, Communication, R"
req04112,at least 2,B.Sc.,"Hadoop, R, Communication, Python, Leadership"
req04113,1 year,BS,"Leadership, Excel, Tableau"
req04114,at least 2,None,"R, Python, Excel, PowerBI"
req04115,3-5 yrs,MSc,"R, Communication, Python, Tableau"
req04116,None,MSc,"SQL, Communication"
req04117,1 year,B.Sc.,"Spark, Hadoop, Leadership"
req04118,None,B.Sc.,"PowerBI, Excel, Leadership, Communication, SQL"
req04119,None,Bachelor's,"Hadoop, Communication, Spark, Tableau, PowerBI"
req04120,at least 2,PhD,"Python, Spark, Communication, Hadoop, Tableau"
req04121,1 year,PhD,"Leadership, Excel"
req04122,1 year,BS,"PowerBI, R, Communication"
req04123,2+,B.Sc.,"SQL, Spark"
req04124,3-5 yrs,None,"Spark, Excel, Leadership, Hadoop"
req04125,1 year,None,"Communication, Tableau, PowerBI"
req04126,None,B.Sc.,"SQL, R, Python"
req04127,None,B.Sc.,"Python, Hadoop, Excel"
req04128,2+,MSc,"Python, Scala"
req04129,None,PhD,"Spark, Hadoop, Communication, R, Leadership"
req04130,1 year,None,"R, Leadership, Communication, SQL"
req04131,at least 2,B.Sc.,"R, Communication, SQL, Python, Leadership"
req04132,1 year,PhD,"Python, R"
req04133,2+,PhD,"Leadership, SQL, Hadoop"
req04134,3-5 yrs,B.Sc.,"PowerBI, Tableau, Python, Excel"
req04135,2+,BS,"Leadership, Python, Scala"
req04136,2+,MSc,"Tableau, R, Python"
req04137,3-5 yrs,MSc,"R, Excel, Spark"
req04138,3-5 yrs,MSc,"R, PowerBI, Excel, Hadoop, SQL"
req04139,1 year,Bachelor's,"PowerBI, Scala, R"
req04140,1 year,MSc,"Communication, Tableau, SQL"
req04141,1 year,Bachelor's,"SQL, Tableau, Python"
req04142,2+,None,"Spark, SQL, Python, Tableau, Scala"
req04143,2+,PhD,"Python, Communication, Spark"
req04144,1 year,None,"Scala, Tableau, Spark"
req04145,1 year,MSc,"R, Python, Scala, Excel, SQL"
req04146,2+,None,"Excel, Python, Tableau, R"
req04147,None,None,"PowerBI, Tableau, Leadership, R, Scala"
req04148,2+,B.Sc.,"Spark, Python"
req04149,1 year,Bachelor's,"Tableau, Python, SQL"
req04150,at least 2,PhD,"PowerBI, Hadoop, Scala, Tableau, R"
req04151,1 year,B.Sc.,"Excel, Communication, PowerBI, Leadership"
req04152,None,B.Sc.,"SQL, Spark, Scala, Excel"
req04153,2+,B.Sc.,"SQL, R"
req04154,2+,None,"Python, Tableau, Excel, Communication, PowerBI"
req04155,None,Bachelor's,"R, Communication"
req04156,None,MSc,"Tableau, Scala"
req04157,2+,Bachelor's,"Hadoop, Leadership"
req04158,at least 2,MSc,"Spark, Excel, Python, Communication, Tableau"
req04159,1 year,PhD,"SQL, Scala, Python, Tableau, Communication"
req04160,None,B.Sc.,"Tableau, Python, Scala"
req04161,None,BS,"Hadoop, SQL, R, Scala, Python"
req04162,at least 2,MSc,"Tableau, R"
req04163,2+,MSc,"Excel, SQL, R, Communication"
req04164,at least 2,MSc,"Spark, R, Leadership, Tableau, Scala"
req04165,2+,Bachelor's,"Python, Scala, Excel"
req04166,2+,MSc,"R, Hadoop"
req04167,2+,MSc,"Scala, PowerBI, R, Python, Excel"
req04168,None,B.Sc.,"Hadoop, Tableau"
req04169,2+,None,"SQL, Tableau, Hadoop, Excel"
req04170,2+,Bachelor's,"PowerBI, Scala"
req04171,1 year,None,"Leadership, SQL, PowerBI, Spark"
req04172,1 year,Bachelor's,"Hadoop, Spark, Excel, Communication"
req04173,2+,Bachelor's,"SQL, Scala, PowerBI, Excel"
req04174,2+,None,"Tableau, Spark, Communication"
req04175,2+,None,"Excel, Leadership, Hadoop"
req04176,None,None,"R, Scala, Hadoop"
req04177,3-5 yrs,B.Sc.,"Python, Hadoop, Excel"
req04178,2+,BS,"Leadership, Spark, Tableau"
req04179,1 year,Bachelor's,"SQL, Spark, PowerBI, Communication"
req04180,2+,MSc,"Communication, R, PowerBI, Spark, Scala"
req04181,3-5 yrs,PhD,"PowerBI, R, Tableau"
req04182,1 year,PhD,"Hadoop, Tableau, R, Python"
req04183,1 year,PhD,"R, Tableau, Leadership"
req04184,at least 2,None,"Hadoop, Spark, Leadership, Scala"
req04185,2+,BS,"PowerBI, Scala"
req04186,2+,Bachelor's,"R, Tableau, Spark"
req04187,3-5 yrs,BS,"Excel, R, Hadoop"
req04188,1 year,B.Sc.,"Excel, R, Spark, Tableau, Hadoop"
req04189,at least 2,B.Sc.,"Python, Spark"
req04190,3-5 yrs,MSc,"Spark, Scala"
req04191,None,None,"Spark, Excel, Python, SQL, PowerBI"
req04192,at least 2,BS,"Python, Hadoop, Excel, Spark, Tableau"
req04193,1 year,MSc,"SQL, Scala"
req04194,1 year,PhD,"Leadership, PowerBI"
req04195,at least 2,PhD,"SQL, PowerBI, Leadership"
req04196,3-5 yrs,MSc,"Excel, Scala"
req04197,None,B.Sc.,"PowerBI, Hadoop"
req04198,None,PhD,"Python, Excel, Hadoop"
req04199,None,MSc,"R, Leadership, Scala, Hadoop"
req04200,2+,PhD,"Spark, R, Python, Excel, SQL"
req04201,3-5 yrs,None,"Hadoop, Tableau, Scala, PowerBI, Leadership"
req04202,at least 2,B.Sc.,"Leadership, Tableau, Spark, Hadoop, Excel"
req04203,at least 2,None,"Python, Leadership, Communication"
req04204,None,BS,"Communication, SQL, Tableau, PowerBI"
req04205,1 year,PhD,"Scala, Communication"
req04206,2+,BS,"Communication, PowerBI, Leadership, R, Scala"
req04207,None,B.Sc.,"SQL, Excel"
req04208,1 year,BS,"Leadership, Scala, SQL"
req04209,2+,None,"Excel, PowerBI, Spark, Hadoop"
req04210,at least 2,BS,"Scala, Spark, Excel, PowerBI"
req04211,at least 2,MSc,"Python, SQL, Communication, PowerBI"
req04212,None,None,"Python, Tableau, R"
req04213,None,None,"Spark, Scala, SQL"
req04214,None,Bachelor's,"Spark, Hadoop, SQL"
req04215,1 year,PhD,"Scala, Python"
req04216,3-5 yrs,Bachelor's,"SQL, Tableau"
req04217,3-5 yrs,PhD,"Tableau, Python"
req04218,1 year,MSc,"Communication, SQL, Python, Excel"
req04219,None,B.Sc.,"R, Hadoop"
req04220,2+,None,"Tableau, Scala, Spark, Leadership, SQL"
req04221,1 year,B.Sc.,"Leadership, Scala, R, PowerBI, Python"
req04222,2+,B.Sc.,"Leadership, Communication"
req04223,at least 2,B.Sc.,"Python, Hadoop"
req04224,None,B.Sc.,"Python, R"
req04225,2+,PhD,"Communication, Excel"
req04226,at least 2,B.Sc.,"Scala, Communication, Tableau, R, Leadership"
req04227,None,PhD,"Leadership, Python, Hadoop"
req04228,2+,Bachelor's,"SQL, Tableau"
req04229,None,B.Sc.,"Scala, R, PowerBI"
req04230,at least 2,Bachelor's,"Spark, PowerBI, Leadership, SQL"
req04231,2+,Bachelor's,"Excel, Leadership, Tableau, Hadoop"
req04232,3-5 yrs,None,"Python, Spark, Hadoop"
req04233,2+,MSc,"Spark, Excel"
req04234,None,Bachelor's,"Spark, R"
req04235,None,MSc,"Scala, Excel, Tableau"
req04236,2+,B.Sc.,"Scala, Python"
req04237,at least 2,PhD,"SQL, R, Leadership"
req04238,3-5 yrs,Bachelor's,"R, Python, SQL, PowerBI, Spark"
req04239,3-5 yrs,BS,"Leadership, Excel, Scala, Hadoop, Tableau"
req04240,2+,Bachelor's,"Spark, Excel, Scala, PowerBI"
req04241,at least 2,BS,"Communication, Scala"
req04242,3-5 yrs,BS,"SQL, Excel, R"
req04243,1 year,B.Sc.,"PowerBI, SQL, Spark"
req04244,1 year,BS,"Scala, Hadoop, Tableau, R, Leadership"
req04245,2+,MSc,"Leadership, Hadoop"
req04246,at least 2,None,"Tableau, Hadoop, PowerBI"
req04247,None,MSc,"Spark, Python"
req04248,3-5 yrs,PhD,"Tableau, SQL, PowerBI, Hadoop"
req04249,None,None,"Python, Leadership, Hadoop"
req04250,1 year,PhD,"Leadership, Excel, Scala, Communication"
req04251,None,None,"R, Excel, PowerBI, Hadoop"
req04252,3-5 yrs,BS,"Tableau, PowerBI, Excel, Python"
req04253,at least 2,PhD,"R, Excel, PowerBI"
req04254,3-5 yrs,Bachelor's,"Spark, Leadership, Communication, Excel, R"
req04255,2+,MSc,"Excel, SQL, Communication"
req04256,2+,Bachelor's,"Python, Hadoop, Excel"
req04257,1 year,MSc,"Leadership, Scala"
req04258,at least 2,BS,"Hadoop, Communication, SQL, Tableau"
req04259,3-5 yrs,MSc,"Tableau, Communication, Python, Excel"
req04260,None,None,"SQL, Leadership, PowerBI, Communication"
req04261,2+,MSc,"Spark, Scala, PowerBI"
req04262,1 year,B.Sc.,"Hadoop, SQL"
req04263,2+,BS,"SQL, Hadoop, Excel, PowerBI, Python"
req04264,3-5 yrs,B.Sc.,"R, SQL, Leadership"
req04265,None,PhD,"Python, Scala, PowerBI, Spark"
req04266,2+,MSc,"Spark, Hadoop, Communication, Tableau, Scala"
req04267,None,None,"Communication, Leadership, Scala, Tableau"
req04268,2+,PhD,"Excel, Tableau, Hadoop"
req04269,at least 2,MSc,"Python, R"
req04270,None,None,"Spark, Scala"
req04271,1 year,PhD,"Tableau, PowerBI"
req04272,at least 2,Bachelor's,"PowerBI, Hadoop, Scala, R"
req04273,3-5 yrs,B.Sc.,"Spark, PowerBI"
req04274,3-5 yrs,BS,"Hadoop, Leadership, Python"
req04275,3-5 yrs,B.Sc.,"Spark, R, Communication, Python, Hadoop"
req04276,at least 2,PhD,"Spark, Tableau, Leadership, Hadoop"
req04277,2+,B.Sc.,"Scala, Excel, R, PowerBI, SQL"
req04278,3-5 yrs,PhD,"Spark, Scala, Communication"
req04279,None,B.Sc.,"Scala, Communication, Spark, SQL, Tableau"
req04280,3-5 yrs,PhD,"Leadership, Communication, Scala, PowerBI, Tableau"
req04281,3-5 yrs,None,"Hadoop, Communication"
req04282,1 year,None,"Python, Leadership"
req04283,2+,BS,"Excel, Spark, Tableau, Python, SQL"
req04284,2+,PhD,"Leadership, Tableau"
req04285,2+,B.Sc.,"Scala, Leadership, SQL"
req04286,at least 2,None,"Tableau, Hadoop"
req04287,at least 2,BS,"R, Excel, Scala"
req04288,1 year,Bachelor's,"R, Leadership, Spark"
req04289,at least 2,None,"Leadership, Spark"
req04290,2+,Bachelor's,"Hadoop, SQL, Spark, Excel, R"
req04291,3-5 yrs,B.Sc.,"Hadoop, PowerBI, Excel, SQL"
req04292,2+,PhD,"SQL, Excel"
req04293,2+,PhD,"Python, R, SQL, Excel, Leadership"
req04294,1 year,B.Sc.,"Python, Communication, Leadership, Excel, R"
req04295,None,MSc,"Communication, Scala, Tableau"
req04296,1 year,B.Sc.,"SQL, Tableau, Scala, Spark"
req04297,None,None,"Tableau, SQL, PowerBI, Spark, Hadoop"
req04298,at least 2,BS,"Python, PowerBI"
req04299,2+,Bachelor's,"R, Scala"
req04300,2+,PhD,"Spark, SQL, Excel"
req04301,3-5 yrs,MSc,"Scala, Python, Spark, Hadoop"
req04302,None,PhD,"Communication, SQL, Spark, R"
req04303,3-5 yrs,PhD,"PowerBI, Excel"
req04304,3-5 yrs,B.Sc.,"R, Spark, Communication"
req04305,2+,None,"R, Tableau, Scala, Python"
req04306,1 year,PhD,"Communication, PowerBI, Leadership, SQL"
req04307,3-5 yrs,Bachelor's,"Communication, Python, Tableau, Spark, Hadoop"
req04308,3-5 yrs,B.Sc.,"SQL, R, Tableau, Spark, Communication"
req04309,2+,Bachelor's,"SQL, Python, PowerBI, Communication, R"
req04310,3-5 yrs,B.Sc.,"PowerBI, R, Python"
req04311,2+,BS,"Communication, Tableau, Scala, SQL, Excel"
req04312,1 year,PhD,"PowerBI, Tableau, Spark, Excel"
req04313,3-5 yrs,None,"Excel, Python, Scala"
req04314,2+,PhD,"Excel, Hadoop"
req04315,at least 2,MSc,"Hadoop, R"
req04316,at least 2,BS,"PowerBI, Python, Tableau"
req04317,2+,B.Sc.,"SQL, Leadership, Python"
req04318,None,B.Sc.,"R, Python"
req04319,None,Bachelor's,"Spark, SQL, PowerBI, Excel, Leadership"
req04320,None,B.Sc.,"Hadoop, Tableau, SQL, R, Python"
req04321,1 year,PhD,"Python, SQL, PowerBI"
req04322,at least 2,PhD,"Communication, PowerBI, Excel"
req04323,at least 2,MSc,"R, Python"
req04324,1 year,MSc,"Scala, PowerBI, Hadoop"
req04325,2+,BS,"Communication, Python, Scala, R, Spark"
req04326,1 year,MSc,"Tableau, Excel, Communication, Python, Leadership"
req04327,None,BS,"Leadership, Communication, Hadoop, SQL, Scala"
req04328,at least 2,BS,"PowerBI, R, Python, Excel"
req04329,at least 2,B.Sc.,"Excel, Spark"
req04330,2+,B.Sc.,"PowerBI, Hadoop, Excel, Communication"
req04331,None,PhD,"Spark, PowerBI, Hadoop, Scala, Excel"
req04332,3-5 yrs,MSc,"Leadership, Excel, Python, Hadoop"
req04333,3-5 yrs,B.Sc.,"Communication, Hadoop, SQL"
req04334,1 year,BS,"Python, Spark"
req04335,1 year,PhD,"PowerBI, Communication, Leadership"
req04336,2+,Bachelor's,"Scala, Spark, Python, Tableau"
req04337,2+,None,"Excel, Python, SQL, PowerBI, Spark"
req04338,1 year,BS,"PowerBI, Spark, Tableau, Scala, SQL"
req04339,2+,B.Sc.,"PowerBI, Excel, Hadoop, Tableau"
req04340,at least 2,B.Sc.,"SQL, Communication"
req04341,at least 2,MSc,"PowerBI, Communication, Spark, Scala, Excel"
req04342,None,Bachelor's,"Leadership, PowerBI, R, Scala, SQL"
req04343,None,BS,"Python, SQL, Tableau"
req04344,at least 2,BS,"PowerBI, R, Excel"
req04345,None,MSc,"Python, Excel, R"
req04346,3-5 yrs,B.Sc.,"Excel, Communication"
req04347,1 year,B.Sc.,"Excel, Spark, R, Scala"
req04348,2+,MSc,"Communication, Python, R, Spark"
req04349,at least 2,PhD,"Python, R, Hadoop"
req04350,1 year,Bachelor's,"Hadoop, Scala, Leadership"
req04351,3-5 yrs,PhD,"Tableau, R, Leadership, Scala, Excel"
req04352,at least 2,B.Sc.,"Spark, R, Leadership"
req04353,1 year,Bachelor's,"Scala, Leadership, SQL, R"
req04354,2+,PhD,"Leadership, Spark, Tableau, PowerBI, Python"
req04355,at least 2,None,"PowerBI, SQL"
req04356,2+,Bachelor's,"PowerBI, Leadership, Spark"
req04357,1 year,BS,"Python, Hadoop"
req04358,2+,BS,"Leadership, Python, Communication, Hadoop, PowerBI"
req04359,None,B.Sc.,"Scala, Spark"
req04360,2+,None,"SQL, Spark, Scala, Communication"
req04361,1 year,BS,"Tableau, Leadership"
req04362,1 year,B.Sc.,"Excel, Spark, Scala, SQL"
req04363,1 year,B.Sc.,"PowerBI, Communication, Tableau, Spark, Excel"
req04364,1 year,B.Sc.,"Excel, Python, Tableau, Leadership"
req04365,2+,BS,"Excel, Scala"
req04366,None,MSc,"Communication, R, Excel, Python, SQL"
req04367,1 year,PhD,"Tableau, Spark"
req04368,1 year,MSc,"Communication, Python, Excel, PowerBI"
req04369,1 year,None,"Tableau, Scala"
req04370,1 year,MSc,"Communication, R"
req04371,None,MSc,"Hadoop, PowerBI, Communication, Leadership, Tableau"
req04372,1 year,MSc,"Spark, PowerBI, Tableau"
req04373,1 year,MSc,"Communication, Hadoop, Scala"
req04374,None,BS,"Scala, R, Hadoop, Leadership"
req04375,2+,BS,"Scala, Spark, Excel, Leadership, PowerBI"
req04376,None,BS,"Tableau, Spark, Leadership, Communication, SQL"
req04377,2+,BS,"Communication, Excel, Hadoop, R, Scala"
req04378,1 year,None,"Tableau, Excel, Communication, PowerBI, Spark"
req04379,1 year,MSc,"Scala, Spark, R"
req04380,2+,PhD,"Scala, Excel, Communication"
req04381,None,B.Sc.,"Spark, SQL, Python"
req04382,None,MSc,"PowerBI, Scala, Spark, R"
req04383,at least 2,B.Sc.,"Excel, Hadoop, Python, Spark"
req04384,None,BS,"Leadership, Excel"
req04385,1 year,BS,"Communication, Excel, Leadership, Hadoop"
req04386,3-5 yrs,MSc,"PowerBI, Leadership, Tableau, SQL"
req04387,1 year,B.Sc.,"Tableau, Python, Hadoop, Excel, Spark"
req04388,3-5 yrs,Bachelor's,"Scala, Leadership, PowerBI, Hadoop, Communication"
req04389,1 year,Bachelor's,"Spark, SQL"
req04390,at least 2,None,"Spark, SQL, Python, Communication, Scala"
req04391,None,Bachelor's,"Tableau, Spark, Communication, Leadership"
req04392,None,None,"SQL, Tableau, PowerBI"
req04393,2+,BS,"Python, R, SQL"
req04394,at least 2,MSc,"Spark, PowerBI"
req04395,3-5 yrs,Bachelor's,"PowerBI, Leadership, Excel, Spark"
req04396,3-5 yrs,BS,"SQL, Excel, PowerBI, Python, Hadoop"
req04397,1 year,B.Sc.,"Scala, Python"
req04398,1 year,Bachelor's,"Tableau, Leadership"
req04399,at least 2,PhD,"R, Hadoop"
req04400,2+,PhD,"Scala, Communication, Excel"
req04401,3-5 yrs,PhD,"PowerBI, Leadership, Tableau"
req04402,2+,Bachelor's,"Leadership, Scala, Communication, Tableau, Hadoop"
req04403,None,None,"SQL, Python, R, Excel, Leadership"
req04404,3-5 yrs,B.Sc.,"Spark, Tableau, Python"
req04405,3-5 yrs,BS,"R, Spark, SQL, PowerBI"
req04406,3-5 yrs,None,"Leadership, Spark, Hadoop"
req04407,2+,MSc,"Scala, Excel, Communication, Spark"
req04408,None,MSc,"Hadoop, Tableau, SQL, Communication, Excel"
req04409,at least 2,BS,"R, Scala"
req04410,1 year,BS,"Spark, Excel, Leadership, PowerBI"
req04411,None,Bachelor's,"Python, Hadoop, R, Spark"
req04412,at least 2,Bachelor's,"Tableau, R"
req04413,None,Bachelor's,"Leadership, Hadoop"
req04414,1 year,MSc,"Hadoop, Scala, Spark, Python, Excel"
req04415,3-5 yrs,PhD,"Spark, Hadoop, Scala, R"
req04416,3-5 yrs,None,"Communication, R, PowerBI, Scala, Python"
